Cites,Authors,Year
13,"M Tao|CR Mauro|P Yu|JT Favreau|B Nguyen|GR Gaudette|CK Ozaki",2013
13,"NR Barshes|J McPhee|CK Ozaki|LL Nguyen|MT Menard|E Gravereaux",2012
13,"JE Rectenwald|RM Minter|LL Moldawer|Z Abouhamze|D La Face",2002
13,"CK Ozaki|MD Phaneuf|MJ Bide|WC Quist|JM Alessi|FW LoGerfo",1993
13,"M Bide|M Phaneuf|C Ozaki|J Alessi|W Quist|F Logerfo",1993
12,"H Kalwa|JL Sartoretto|R Martinelli|N Romero|BS Steinhorn|M Tao",2014
12,"CR Mauro|BT Nguyen|P Yu|M Tao|I Gao|MA Seidman|LL Nguyen",2013
11,"J Wang|GK Sukhova|J Liu|K Ozaki|A Lesner|P Libby|PT Kovanen",2015
11,"NR Barshes|P Kougias|CK Ozaki|PP Goodney|M Belkin",2014
11,"KJ Ho|H Xue|CR Mauro|B Nguyen|P Yu|M Tao|MA Seidman",2013
10,"JS Matsumura|KT Stroupe|FA Lederle|TC Kyriakides|L Ge",2015
10,"KJ Ho|AL Madenci|JT McPhee|ME Semel|RA Bafford|LL Nguyen",2014
10,"B Nguyen|M Tao|P Yu|C Mauro|MA Seidman|YE Wang|J Mitchell",2013
10,"P Yu|BT Nguyen|M Tao|Y Bai|CK Ozaki",2011
10,"CK Ozaki|PB Irwin|TC Flynn|TS Huber|JM Seeger",1999
9,"JT Favreau|C Liu|P Yu|M Tao|C Mauro|GR Gaudette|CK Ozaki",2014
9,"NR Barshes|P Kougias|CK Ozaki|G Pisimisis|CF Bechara|HK Henson",2014
9,"Z Jiang|SA Berceli|CL Pfahnl|L Wu|CD Killingsworth|FG Vieira",2004
8,"RK Leak|EJ Calabrese|WJ Kozumbo|JM Gidday|TE Johnson",2018
8,"DJ Arnaoutakis|RE Scully|G Sharma|SK Shah|CK Ozaki|M Belkin",2017
8,"JE Rectenwald|HA Pretus|JM Seeger|TS Huber|NP Mendenhall",2001
7,"A Longchamp|F Allagnat|F Alonso|C Kuppler|C Dubuis|CK Ozaki",2015
7,"G Sharma|M Tao|K Ding|D Yu|W King|G Deyneko|X Wang",2015
7,"CN Stasik|SA Berceli|PR Nelson|WA Lee|CK Ozaki",2008
6,"BT Nguyen|P Yu|M Tao|S Hao|T Jiang|CK Ozaki",2013
6,"R Tran-Son-Tay|M Hwang|SA Berceli|CK Ozaki|M Garbey",2007
6,"CK Ozaki|Z Jiang|SA Berceli",2007
6,"TS Huber|WA Lee|CK Ozaki|JM Seeger",2005
6,"MS Duxbury|H Ito|MJ Zinner|SW Ashley|EE Whang",2003
5,"A Longchamp|M Tao|A Bartelt|K Ding|L Lynch|C Hine|JM Corpataux",2016
5,"CR Mauro|K Ding|H Xue|M Tao|A Longchamp|M Belkin|BS Kristal",2016
5,"CK Ozaki|PS Sobieszczyk|KJ Ho|JT McPhee|EC Gravereaux",2014
5,"CK Ozaki|JM Karp|F Rybicki|D Mitsouras|PK Vemula",2012
4,"CA Cason|KT Dolan|G Sharma|M Tao|R Kulkarni|IB Helenowski",2018
4,"P Yu|BT Nguyen|M Tao|T Jiang|CR Mauro|Y Wang|CK Ozaki",2013
3,"DJ Arnaoutakis|EP Deroo|P McGlynn|MD Coll|M Belkin|DM Hentschel",2017
3,"A Longchamp|E Harputlugil|JM Corpataux|CK Ozaki|JR Mitchell",2017
3,"G Sharma|D Wong|DJ Arnaoutakis|SK Shah|A O'brien|SW Ashley",2017
3,"EA McGillicuddy|CK Ozaki|SK Shah|M Belkin|A Hamdan|N Barshes",2016
3,"P Yu|BT Nguyen|M Tao|T Jiang|CK Ozaki",2014
3,"BJ Hopkins|H Wu|WH Marks|Q Quan|S Kesner|CK Ozaki|C Walsh",2012
3,"B Nguyen|B Mizrahi|N Savion|M Tao|GK Sukhova|F Kolodgie",2011
3,"MS Berns|E Tsai|J Austin-Breneman|JC Schulmeister|E Sung",2011
3,"BT Nguyen|PK Vemula|D Mitsouras|P Yu|M Tao|C Campagna",2010
2,"K Trocha|P Kip|MR MacArthur|SJ Mitchell|A Longchamp",2019
2,"AJ Bleyer|VA Scavo|SE Wilson|BJ Browne|BL Ferris|CK Ozaki|T Lee",2019
2,"MR de Vries|L Parma|HAB Peters|A Schepers|JF Hamming",2019
2,"P Libby|GK Sukhova|CK Ozaki|GP Shi",2017
2,"AL Madenci|CK Ozaki|N Gupta|JD Raffetto|M Belkin|JT McPhee",2016
2,"G Sharma|R Kulkarni|SK Shah|WW King|A Longchamp|M Tao|K Ding",2016
2,"CK Ozaki|PM Farrehi|WP Fay|JC Stanley",1996
2,"CK Ozaki|SW Chu|IG Ely|WA Walker",1988
1,"DJ Arnaoutakis|G Sharma|S Blackwood|SK Shah|M Menard|CK Ozaki",2019
1,"G Sharma|RE Scully|SK Shah|AL Madenci|DJ Arnaoutakis|MT Menard",2018
1,"JH Treviño-Villarreal|JS Reynolds|A Bartelt|PK Langston|MR MacArthur",2018
1,"G Sharma|C Kuppler|Y He|M Tao|K Ding|A Longchamp|LM Dember",2018
1,"T Mirabella|D Cheng|A Longshamp|CK Ozaki|C Chen",2015
1,"L Nguyen|G Leya|N Hevelone|N Barshes|M Myers|A Hamdan",2014
1,"M Tao|P Yu|B Nguyen|B Mizrahi|N Savion|GK Sukhova|FD Kolodgie",2012
1,"JT Favreau|P Yu|CK Ozaki|GR Gaudette",2011
1,"D Mitsouras|PK Vemula|P Yu|M Tao|BT Nguyen|CM Campagna",2011
1,"CK Ozaki|D Mitsouras|PK Vemula|D Smiley|M Tao|P Yu|C Campagna",2010
1,"SA Berceli|ZH Jiang|TD Blalock|NV Klingman|CL Pfahnl|GS Schultz",2003
1,"I Hoefer|N van Royen|J Rectenwald|J Hua|M Voskuil|Z Abouhamze",2002
1,"W Quist|A Hamdan|C Akbari|L Aiello|C Ozaki|T Aretz|G King",1996
401,"PF Fabene|GN Mora|M Martinello|B Rossi|F Merigo",2008
356,"H Sun|U Ringdahl|JW Homeister|WP Fay",2004
324,"JW Homeister|AD Thall|B Petryniak|P Malý",2001
180,"MS Willis|WHD Townley-Tilson|EY Kang",2010
152,"KS Kilgore|GS Friedrichs|JW Homeister",1994
152,"PL Smith|JT Myers|CE Rogers|L Zhou|B Petryniak",2002
132,"G Smithson|CE Rogers|PL Smith",2001
125,"JW Homeister|P Satoh|BR Lucchesi",1992
121,"JW Homeister|BR Lucchesi",1994
111,"JK Mickelson|PJ Simpson|M Cronin|JW Homeister",1990
109,"JW Homeister|PT Hoff|DD Fletcher|BR Lucchesi",1990
77,"JW Homeister|M Zhang|PS Frenette|RO Hynes",1998
72,"Z Shariat-Madar|F Mahdi|M Warnock|JW Homeister",2006
64,"ZS Hakim|LA DiMichele|JT Doherty",2007
51,"L Piccio|B Rossi|L Colantonio",2005
41,"JK Mickelson|PT Hoff|JW Homeister",1993
39,"MS Willis|JW Homeister|GB Rosson",2012
39,"TJ Czernuszewicz|JW Homeister|MC Caughey",2015
32,"Y Shen|PF Bodary|FB Vargas|JW Homeister",2006
30,"KS Kilgore|JW Homeister|PS Satoh",1994
28,"EJ Tanhehco|K Yasojima|PL McGeer",1999
27,"X Pi|P Lockyer|LA Dyer|JC Schisler",2012
24,"JW Homeister|MS Willis",2010
23,"JW Homeister|A Daugherty",2004
18,"N Ojogun|B Barnstein|B Huang",2011
16,"CF Schwartz|KS Kilgore|JW Homeister",1999
17,"RH Behler|TJ Czernuszewicz",2013
12,"X Yi|K Kim|W Yuan|L Xu|HS Kim",2009
10,"JM Gitlin|JW Homeister|J Bulgrien",2009
9,"M Willis|JW Homeister|JR Stone",2013
7,"JW Homeister|JC Jennette|RJ Falk",2013
8,"TJ Czernuszewicz|JW Homeister|MC Caughey",2017
4,"JW Homeister|JB Lowe",2000
4,"JW Homeister|MS Willis",2012
3,"CC Barney|JW Homeister|AK Muiderman",1988
3,"LC Mackey|JW Homeister",2015
2,"TJ Czernuszewicz|JW Homeister",2015
2,"H Wang|M Morales-Levy|J Rose|LC Mackey",2013
2,"JW Homeister|C Patterson",2008
1,"TJ Czernuszewicz|JW Homeister",2014
1,"G Torres|TJ Czernuszewicz",2017
2749,"M Sundaresan|ZX Yu|VJ Ferrans|K Irani|T Finkel",1995
1671,"K Irani|Y Xia|JL Zweier|SJ Sollott|CJ Der|ER Fearon|M Sundaresan",1997
865,K Irani,2000
677,"I Mattagajasingh|CS Kim|A Naqvi|T Yamamori|TA Hoffman|SB Jung",2007
537,"M Sundaresan|YU Zu-Xi|VJ Ferrans|DJ Sulciner|S GUTKIND|KJ IRANI",1996
369,"DJ Sulciner|K Irani|ZX Yu|VJ Ferrans|P Goldschmidt-Clermont|T Finkel",1996
272,"SS DESHPANDE|P ANGKEOW|J HUANG|M OZAKI|K IRANI",2000
253,"S Haga|K Terui|HQ Zhang|S Enosawa|W Ogawa|H Inoue|T Okuyama",2003
181,"K Irani|PJ Goldschmidt-Clermont",1998
180,"MR Abid|JC Tsai|KC Spokes|SS Deshpande|K Irani|WC Aird",2001
173,"LH Yeh|YJ Park|RJ Hansalia|IS Ahmed|SS Deshpande",1999
168,"L Santhanam|HK Lim|HK Lim|V Miriel|T Brown|M Patel|S Balanson",2007
158,"KS Kim|K Takeda|R Sethi|JB Pracyk|K Tanaka|YF Zhou|ZX Yu",1998
156,"M Ozaki|SS Deshpande|P Angkeow|J Bellan|CJ Lowenstein",2000
149,"JB Pracyk|K Tanaka|DD Hegland|KS Kim|R Sethi|II Rovira|DR Blazina",1998
147,"T Yamamori|J DeRicco|A Naqvi|TA Hoffman|I Mattagajasingh",2009
146,"P Angkeow|SS Deshpande|B Qi|YX Liu|YC Park|BH Jeon|M Ozaki",2002
137,"S Yang|K Irani|SE Heffron|F Jurnak|FL Meyskens",2005
127,"X Peng|S Haldar|S Deshpande|K Irani|DA Kass",2003
124,"Q Hu|S Deshpande|K Irani|RC Ziegelstein",1999
119,"R Harfouche|NA Malak|RP Brandes|A Karsan|K Irani|SNA Hussain",2005
112,"M Ozaki|S Haga|HQ Zhang|K Irani|S Suzuki",2003
105,"Q Hu|G Zheng|JL Zweier|S Deshpande|K Irani|RC Ziegelstein",2000
98,"LE Crawford|EE Milliken|K Irani|JL Zweier|LC Becker|TM Johnson",1996
96,"M Ozaki|SS Deshpande|P Angkeow|S Suzuki|K Irani",2000
88,"M Ozaki|S Suzuki|K Irani",2002
88,"L Moldovan|K Irani|NI Moldovan|T Finkel|PJ Goldschmidt-Clermont",1999
86,"BH Jeon|G Gupta|YC Park|B Qi|A Haile|FA Khanday|YX Liu|JM Kim",2004
84,"CS Kim|YR Kim|A Naqvi|S Kumar|TA Hoffman|SB Jung|A Kumar",2011
84,"Q Hu|ZX Yu|VJ Ferrans|K Takeda|K Irani|RC Ziegelstein",2002
80,"FA Khanday|L Santhanam|K Kasuno|T Yamamori|A Naqvi|J DeRicco",2006
77,"JM Wang|J Tao|DD Chen|JJ Cai|K Irani|Q Wang|H Yuan|AF Chen",2014
77,"FA Khanday|T Yamamori|I Mattagajasingh|Z Zhang|A Bugayenko",2006
76,"K Terui|S Enosawa|S Haga|HQ Zhang|H Kuroda|K Kouchi",2004
73,"KA Moore|R Sethi|AM Doanes|TM Johnson|JB Pracyk|M Kirby|K Irani",1997
72,"CS Kim|SB Jung|A Naqvi|TA Hoffman|J DeRicco|T Yamamori|MP Cole",2008
71,"K Matsushita|M Yamakuchi|CN Morrell|M Ozaki|B O'Rourke|K Irani",2005
68,"S Yende|G D'Angelo|F Mayr|JA Kellum|L Weissfeld|AM Kaynar",2011
66,"K Tanaka|JB Pracyk|K Takeda|ZX Yu|VJ Ferrans|SS Deshpande",1998
65,"XP Yang|K Irani|S Mattagajasingh|A DiPaula|F Khanday|M Ozaki",2005
61,"A Kumar|S Kumar|A Vikram|TA Hoffman|A Naqvi|CM Lewarchik",2013
61,"W Lixin|R Cummings|P Usatyuk|A Morris|K Irani|V Natarajan",2002
60,"SS Deshpande|B Qi|YC Park|K Irani",2003
59,"T Yamamori|AR White|I Mattagajasingh|FA Khanday|A Haile|B Qi",2005
56,"AM Doanes|K Irani|PJ Goldschmidt‐Clermont|T Finkel",1998
53,"HM Lee|BH Jeon|KJ Won|CK Lee|TK Park|WS Choi|YM Bae|HS Kim",2009
53,"XP Yang|S Mattagajasingh|S Su|G Chen|Z Cai|K Fox-Talbot|K Irani",2007
53,"BH Jeon|F Khanday|S Deshpande|A Haile|M Ozaki|K Irani",2003
52,"SB Jung|CS Kim|A Naqvi|T Yamamori|I Mattagajasingh|TA Hoffman",2010
52,"K Matsushita|CN Morrell|RJA Mason|M Yamakuchi|FA Khanday|K Irani",2005
50,"NI Moldovan|EE Milliken|K Irani|J Chen|RH Sohn|T Finkel",1997
48,"HN Kovacic|K Irani|PJ Goldschmidt-Clermont",2001
48,"K Irani|Y Pham|LD Coleman|C Roos|GE Cooke|A Miodovnik|N Karim",1998
47,"CKD Ng|SS Deshpande|K Irani|BR Alevriadou",2002
43,"S Haga|K Terui|M Fukai|Y Oikawa|K Irani|H Furukawa|S Todo",2008
43,"CS Kim|SJ Son|EK Kim|SN Kim|DG Yoo|HS Kim|SW Ryoo|SD Lee",2006
42,"A Kumar|CS Kim|TA Hoffman|A Naqvi|J DeRicco|SB Jung|Z Lin",2011
41,"YR Kim|CS Kim|A Naqvi|A Kumar|S Kumar|TA Hoffman|K Irani",2012
37,"A Vikram|YR Kim|S Kumar|Q Li|M Kassan|JS Jacobs|K Irani",2016
33,"S Haga|N Morita|K Irani|M Fujiyoshi|T Ogino|T Ozawa|M Ozaki",2010
33,"A Naqvi|TA Hoffman|J DeRicco|A Kumar|CS Kim|SB Jung|T Yamamori",2010
31,"S Kumar|YR Kim|A Vikram|A Naqvi|Q Li|M Kassan|V Kumar",2017
31,"A Kumar|TA Hoffman|J DeRicco|A Naqvi|MK Jain|K Irani",2009
31,"L Guo|S Haga|S Enosawa|K Naruse|Y Harihara|Y Sugawara|K Irani",2004
29,"SK Lee|JI Chung|MS Park|HK Joo|EJ Lee|EJ Cho|JB Park|S Ryoo",2011
29,"K Irani|S Herzlinger|T Finkel",1994
28,"A Vikram|YR Kim|S Kumar|A Naqvi|TA Hoffman|A Kumar|FJ Miller Jr",2014
28,"M Li|KR Chiou|A Bugayenko|K Irani|DA Kass",2005
26,"L Lee|K Irani|T Finkel",1998
25,"SB Jung|CS Kim|YR Kim|A Naqvi|T Yamamori|S Kumar|A Kumar",2013
24,"S Choi|YR Lee|MS Park|HK Joo|EJ Cho|HS Kim|CS Kim|JB Park",2013
24,"SS Deshpande|K Irani",2002
23,"S Yang|J Yan|SS Deshpande|K Irani|CJ Lowenstein",2004
21,"JH Shin|S Choi|YR Lee|MS Park|YG Na|K Irani|S Do Lee|JB Park",2015
21,"BH Jeon|K Irani",2009
19,"Q Li|YR Kim|A Vikram|S Kumar|M Kassan|M Gabani|SK Lee",2016
18,"SB Jung|SK Kwon|M Kwon|H Nagar|BH Jeon|K Irani|SH Yoon|CS Kim",2013
18,"M Ferlito|K Irani|N Faraday|CJ Lowenstein",2006
16,"M Kassan|K Ait-Aissa|E Radwan|V Mali|S Haddox|M Gabani|W Zhang",2016
15,"SN Mattagajasingh|XP Yang|K Irani|I Mattagajasingh|LC Becker",2012
15,K Irani,2001
14,"A Vikram|CM Lewarchik|JY Yoon|A Naqvi|S Kumar|GM Morgan",2017
12,"E Shafique|A Torina|K Reichert|B Colantuono|N Nur|K Zeeshan",2017
12,"JB Park|H Nagar|S Choi|S Jung|HW Kim|SK Kang|JW Lee|JH Lee",2016
10,"R Tan|J Li|X Peng|L Zhu|L Cai|T Wang|Y Su|K Irani|Q Hu",2013
9,"S Kumar|A Vikram|YR Kim|JS Jacobs|K Irani",2014
9,"E Hirsch|R Nagai|T Thum",2014
8,"H Nagar|S Jung|SK Kwon|JB Park|M Shong|HJ Song|BH Jeon|K Irani",2014
8,"K Kasuno|A Naqvi|J Dericco|T Yamamori|L Santhanam",2007
8,"M Ozaki|S Deshpande|P Angkeow|J Bellan|CJ Lowenstein",2001
7,"M Kassan|A Vikram|YR Kim|Q Li|A Kassan|HH Patel|S Kumar",2017
7,"M Ozaki|S Haga|K Irani|H Amemiya|S Suzuki",2002
6,"M Kassan|A Vikram|Q Li|YR Kim|S Kumar|M Gabani|J Liu|JS Jacobs",2017
6,"DF Pauly|SE Morss|JW Tanio|K Irani|DE Cameron|SP Schulman",1999
5,"X Zhang|JY Yoon|M Morley|JM McLendon|KA Mapuskar|R Gutmann",2018
5,"S Murthy|OM Koval|JMR Diaz|S Kumar|D Nuno|JA Scott|C Allamargot",2017
5,"T Yamamori|A Mizobata|Y Saito|Y Urano|O Inanami|K Irani|N Noguchi",2011
4,K Irani,2011
4,"M Ozaki|K Irani",2004
3,"MV Singh|MZ Cicha|S Kumar|DK Meyerholz|K Irani|MW Chapleau",2017
3,"H Nagar|S Jung|MJ Ryu|SJ Choi|S Piao|HJ Song|SK Kang|N Shin",2017
3,"L Wang|R Cummings|P Usatyuk|A Morris|K Irani|V Natarajan",2002
2,"S Yang|K Irani|S Chun|FL Meyskens",2005
2,"SS Deshpande|K Irani",2002
2,"DJ Sulciner|K Irani|ZX Yu|VJ Ferrans|P GoldschmidtClermont|T Finkel",1996
1,"S Choi|S Piao|H Nagar|S Jung|S Kim|I Lee|S Kim|HJ Song|N Shin",2018
1,"S Piao|JW Lee|H Nagar|S Jung|S Choi|S Kim|I Lee|S Kim|N Shin",2018
1,"B London|KJ Irani",2015
1,"YX Liu|WS Cao|K Irani|XJ Li",2003
1,"QH Hu|S Deshpande|K Irani|RC Ziegelstein",1999
1,"K Irani|S Sollott|L Rosolowski|T Finkel|M Sundaresan",1996
1676,"S Venkatesha|M Toporsian|C Lam|J Hanai",2006
1395,"M Zeisberg|J Hanai|H Sugimoto|T Mammoto",2003
583,"T Mammoto|DE Ingber",2010
444,"A Mammoto|KM Connor|T Mammoto|CW Yung",2009
444,"SM Parikh|T Mammoto|A Schultz|HT Yuan",2006
310,"R Derda|A Laromaine|A Mammoto",2009
306,"N Korin|M Kanapathipillai|BD Matthews",2012
290,"A Mammoto|T Mammoto|DE Ingber",2012
206,"T Mammoto|A Mammoto",2013
208,"O Campàs|T Mammoto|S Hasso|RA Sperling",2014
196,"Y Torisawa|CS Spina|T Mammoto|A Mammoto",2014
174,"D Panigrahy|ML Edin|CR Lee",2012
165,"T Mammoto|SM Parikh|A Mammoto",2007
157,"JH Kang|M Super|CW Yung|RM Cooper",2014
145,"T Mammoto|M Mukai|A Mammoto|Y Yamanaka",2002
139,"J Hanai|T Mammoto|P Seth|K Mori",2005
126,"T Mammoto|A Mammoto|Y Torisawa|T Tat|A Gibbs",2011
124,"T Kita|T Mammoto|Y Kishi",2002
119,"HT Yuan|S Venkatesha|B Chan|U Deutsch",2007
90,"D Panigrahy|BT Kalish|S Huang",2013
79,"MW Feinberg|M Watanabe|MA Lebedeva",2004
77,"DJ O'Connell|JWK Ho|T Mammoto",2012
88,"S Musah|A Mammoto|TC Ferrante",2017
68,"A Mammoto|T Mammoto|DE Ingber",2008
63,"M Kanapathipillai|A Mammoto|T Mammoto",2012
67,"T Mammoto|A Jiang|E Jiang|D Panigrahy",2013
65,"A Mammoto|T Mammoto|M Kanapathipillai",2013
59,"T Mammoto|A Jiang|E Jiang|A Mammoto",2013
57,"T Kamibayashi|Y Hayashi",1995
54,"T Mammoto|S Higashiyama|M Mukai",2002
48,"T Kamibayashi|Y Hayashi",1995
45,"Y Imai|T Mammoto|K Murakami|T Kita|T Sakai",1998
35,"K Nakata|T Mammoto|T Kita|H Taniguchi",2002
39,"A Jain|R Barrile|AD van der Meer",2018
32,"T Kamibayashi|T Mammoto",1995
42,"ML Sulciner|CN Serhan|MM Gilligan",2018
32,"J Kawasaki|S Aegerter|RD Fevurly",2014
31,"M Nakagawa|T Mammoto|A Hazama|T Kita",2000
32,"TF Didar|MJ Cartwright|M Rottman|AR Graveline",2015
29,"T Mammoto|T Kamibayashi|Y Hayashi",1996
28,"AE German|T Mammoto|E Jiang|DE Ingber",2014
28,"T Mammoto|E Jiang|A Jiang",2013
29,"AG Bischof|D Yüksel|T Mammoto",2013
27,"K Murata|M Kameyama|F Fukui|H Ohigashi",1999
25,"Y Yamanaka|T Mammoto|T Kirita|M Mukai",2002
23,"T Mammoto|E Jiang|A Jiang|Y Lu|AM Juan|J Chen",2013
24,"T Mammoto|J Chen|E Jiang|A Jiang|LE Smith",2012
23,"M Ayaki|M Mukai|F Imamura|T Iwasaki",2000
23,"K Kagawa|T Mammoto",1997
20,"K Takada|Y Hayashi|T Kamibayashi",1997
20,"T Mammoto|Y Yamamoto|K Kagawa",1997
18,"M Mukai|A Togawa|F Imamura|T Iwasaki",2002
16,"B Hashmi|LD Zarzar|T Mammoto",2014
14,"T Mammoto|A Jiang|E Jiang",2015
18,"AL Papa|N Korin|M Kanapathipillai|A Mammoto",2017
12,"T Mammoto|A Jiang|E Jiang",2016
12,"T Mammoto|M Muyleart|GG Konduri",2018
12,"K Naganobu|M Hagio|T Sonoda",2001
12,"Y Yamanaka|T Mammoto|T Kita|Y Kishi",2001
17,"S Jalili-Firoozinezhad|R Prantil-Baun|A Jiang",2018
13,"Y Torisawa|T Mammoto|E Jiang|A Jiang",2016
10,"T Kita|K Kagawa|T Mammoto|K Takada",2000
9,"T Mammoto|Z Chen|A Jiang|E Jiang",2016
9,"T Mammoto|A Mammoto",2014
9,"M Nakagawa|T Mammoto|T Sakai|Y Kishi",2001
8,"A Mammoto|JE Sero|T Mammoto|DE Ingber",2008
8,"K Murakami|T Mammoto|T Kita|Y Imai",1999
7,"VP Sukhatme|SA Karumanchi|P Seth",2009
7,"Y Hayashi|K Sumikawa|T Kamibayashi",1992
9,"T Mammoto|A Mammoto|A Jiang",2015
6,"Y Hayashi|K Sumikawa|A Yamatodani",1993
3,"T Mammoto|T Kamibayashi|Y Hayashi",1995
3,"B Hashmi|T Mammoto|DE Ingber",2015
3,"A Mammoto|M Muyleart|A Kadlec|D Gutterman",2018
2,"N Korin|M Kanapathipillai|BD Matthews|M Crescente",
2,"N Kambara|Y Kishi|H Taniguchi",2003
2,"T Kita|T Mammoto|H Taniguchi|K Yamasaki",2003
3,"B Hashmi|T Mammoto|J Weaver|T Ferrante|A Jiang",2017
1,"T Mammoto|A Jiang|E Jiang|A Mammoto",2016
1,"A Mammoto|T Mammoto",2017
1,"T Mammoto|M Muyleart|A Mammoto",2019
1,"A Jiang|T Mammoto|E Jiang|D Ingber",2015
2,"E Matsumoto|K Yamasaki|K Nakata",2000
1,"A Morisaki|Y Yamanaka|T Mammoto",2003
1,"B Hashmi|K Kim|J Zerdani|T Mammoto",2016
1,"Y Kishi|H Taniguchi|M Nakagawa|T Kita",2002
1,"S Katayama|T Kita|T Mammoto",2001
1,"M Kuri|N Kambara|M Baba|M Nakagawa",2004
412,"R Daneman|D Agalliu|L Zhou",2009
299,"R Daneman|L Zhou|D Agalliu|JD Cahoy|A Kaushal",2010
282,"B Emery|D Agalliu|JD Cahoy|TA Watkins|JC Dugas",2009
197,"TNH Masckauchán|D Agalliu",2006
189,"D Knowland|A Arac|KJ Sekiguchi|M Hsu|SE Lutz",2014
161,"Y Shimomura|D Agalliu|A Vonica|V Luria|M Wajid",2010
147,"I Lieberam|D Agalliu|T Nagasawa|J Ericson",2005
94,"S Liu|D Agalliu|C Yu|M Fisher",2012
85,"D Agalliu|S Takada|I Agalliu|AP McMahon",2009
76,"L Liu|MA Eckert|H Riazifar|DK Kang|D Agalliu",2013
47,"S Liebner|RM Dijkhuizen|Y Reiss|KH Plate",2018
48,"RG Lim|C Quan|AM Reyes-Ortiz|SE Lutz|AJ Kedaigle",2017
43,"T Dileepan|ED Smith|D Knowland",2016
28,"J Frankovich|S Swedo|T Murphy|RC Dale",2017
24,"Z Cui|Y Yang|CD Kaufman|D Agalliu|PB Hackett",2003
24,"L Caldovic|D Agalliu|PB Hackett",1999
23,"JE Lengfeld|SE Lutz|JR Smith",2017
21,"J Lengfeld|T Cutforth|D Agalliu",2014
19,"T Cutforth|MMC DeMille|I Agalliu|D Agalliu",2016
18,"F Bosetti|ZS Galis|MS Bynoe|M Charette",2016
15,"SE Lutz|JR Smith|DH Kim|CVL Olson|K Ellefsen",2017
12,"D Paul|V Baena|S Ge|X Jiang",2016
9,"D Agalliu|I Schieren",2009
8,"MP Platt|D Agalliu|T Cutforth",2017
9,"J Mazzoni|T Cutforth|D Agalliu",2015
5,"SE Lutz|J Lengfeld|D Agalliu",2014
5,"J Mazzoni|JR Smith|S Shahriar|T Cutforth|B Ceja",2017
4,"K Akassoglou|D Agalliu|CJ Chang",2016
2,"D Agalliu|R Daneman|BA Barres",2011
2,"S Das|AB Goldstone|H Wang|J Farry|G D'Amato",2019
2,"EC Miller|KM Sundheim|JZ Willey",2018
787,"NC Riedemann|RF Guo",2003
402,"D Rittirsch|LM Hoesel|PA Ward",2007
162,"RF Guo|M Huber-Lang|X Wang",2000
292,"E Schiffmann|HV Showell|BA Corcoran",1975
165,"NC Riedemann|RF Guo|TJ Hollmann|H Gao",2004
693,"RM Strieter|DG Remick|PA Ward|RN Spengler",1988
352,"AB Lentsch|TP Shanley|V Sarma",1997
390,"MS Mulligan|JC Paulson|S De Freest|ZL Zheng",1993
136,"H Gao|TA Neff|RF Guo|CL Speyer|JV Sarma",2005
217,"NC Riedemann|RF Guo|TA Neff",2002
536,"PA Ward|CG Cochrane",1965
162,"MJ Delano|PA Ward",2016
265,"MJ Eppinger|ML Jones|GM Deeb|SF Bolling",1995
499,"MS Mulligan|JM Hevel",1991
387,"VM Dixit|S Green|V Sarma|LB Holzman",1990
453,"MS Mulligan|J Varani|MK Dame",1991
127,"MA Flierl|D Rittirsch|BA Nadeau|JV Sarma|DE Day",2009
220,"PA Ward|JS Warren|KJ Johnson",1988
231,"MS Mulligan|E Schmid",1996
198,"AB Lentsch|PA Ward",2000
186,"KS Guice|KT Oldham|MG Caty|KJ Johnson",1989
308,"MJ Eppinger|GM Deeb|SF Bolling",1997
83,"RF Guo|NC Riedemann|KD Bernacki|VJ Sarma",2003
298,"PA Ward|CG Cochrane",1965
202,"DG Remick|PA Ward",2005
290,"KJ Johnson|PA Ward",1974
143,"LM Hoesel|TA Neff|SB Neff|JG Younger|EW Olle",2005
854,"M Huber-Lang|JV Sarma|FS Zetoune|D Rittirsch",2006
126,PA Ward,2010
141,"MJ Eppinger|PA Ward|ML Jones|SF Bolling",1995
237,"JS Warren|KR Yabroff|DG Remick",1989
176,"MA Flierl|D Rittirsch|H Gao|LM Hoesel|BA Nadeau",2008
149,"CN Serhan|PA Ward|DW Gilroy",2010
215,"H Schmal|TP Shanley|ML Jones",1996
215,"GW Hunninghake|KC Garrett",1984
193,"JL Berenberg|PA Ward",1973
145,"RL Warner|R Paine 3rd|PJ Christensen",1995
120,"PA Ward|HF Dvorak|S Cohen|T Yoshida",1975
181,"TP Shanley|H Schmal|RL Warner",1997
62,"MA Flierl|D Rittirsch|BA Nadeau|DE Day",2008
100,"RF Guo|NC Riedemann|PA Ward",2004
89,"MJ Delano|PA Ward",2016
70,"M Bosmann|JJ Grailer|K Zhu|MA Matthay",2012
117,"KJ Johnson|PA Ward",1982
116,"KS Guice|KT Oldham|KJ Johnson|RG Kunkel",1988
153,PA Ward,1996
103,"MS Mulligan|E Schmid|GO Till|TE Hugli",1997
143,"JT O'Flaherty|HJ Showell|PA Ward",1977
106,"MS Mulligan|RL Warner|JL Foreback",1997
108,"S Cohen|PA Ward|T Yoshida|CL Burek",1973
47,"MA Flierl|D Rittirsch|AJ Chen|BA Nadeau|DE Day",2008
130,"MS Huber-Lang|JV Sarma|SR McGuire|KT Lu",2001
63,"G Martinez-Mier|LH Toledo-Pereyra",2000
