Cites,Authors,Year,Year_1990to1994,Cites_1990to1994,Year_1990to2004,Cites_1990to2004,Year_1990to2019,Cites_1990to2019
3,William Chilian,1986,0,0,0,0,0,0
2,William Chilian,2018,0,0,0,0,1,2
2,William Chilian,2016,0,0,0,0,1,2
2,William Chilian|Charles Thodeti,2014,0,0,0,0,1,2
2,William Chilian,2013,0,0,0,0,1,2
2,William Chilian,2004,0,0,1,2,1,2
2,William Chilian,1994,1,2,1,2,1,2
2,William Chilian,1992,1,2,1,2,1,2
2,William Chilian,1991,1,2,1,2,1,2
2,William Chilian,1990,1,2,1,2,1,2
2,William Chilian,1988,0,0,0,0,0,0
2,William Chilian,1988,0,0,0,0,0,0
2,William Chilian,1986,0,0,0,0,0,0
2,William Chilian,1986,0,0,0,0,0,0
2,William Chilian,1985,0,0,0,0,0,0
2,William Chilian,1984,0,0,0,0,0,0
1,William Chilian,2018,0,0,0,0,1,1
1,William Chilian,2017,0,0,0,0,1,1
1,William Chilian,2016,0,0,0,0,1,1
1,William Chilian|Charles Thodeti,2013,0,0,0,0,1,1
1,William Chilian|Charles Thodeti,2012,0,0,0,0,1,1
1,William Chilian,2011,0,0,0,0,1,1
1,William Chilian,2010,0,0,0,0,1,1
1,William Chilian,2009,0,0,0,0,1,1
1,William Chilian,2007,0,0,0,0,1,1
1,William Chilian,2007,0,0,0,0,1,1
1,William Chilian,2006,0,0,0,0,1,1
1,William Chilian,2004,0,0,1,1,1,1
1,William Chilian,2002,0,0,1,1,1,1
1,William Chilian,2002,0,0,1,1,1,1
1,William Chilian,1998,0,0,1,1,1,1
1,William Chilian,1995,0,0,1,1,1,1
1,William Chilian,1993,1,1,1,1,1,1
1,William Chilian,1993,1,1,1,1,1,1
1,William Chilian,1992,1,1,1,1,1,1
1,William Chilian,1987,0,0,0,0,0,0
1,William Chilian,1985,0,0,0,0,0,0
1,William Chilian,1984,0,0,0,0,0,0
1,William Chilian,1982,0,0,0,0,0,0
1,William Chilian,1982,0,0,0,0,0,0
1,William Chilian,1981,0,0,0,0,0,0
0,William Chilian,2019,0,0,0,0,1,0
0,William Chilian,2019,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2019,0,0,0,0,1,0
0,William Chilian,2019,0,0,0,0,1,0
0,William Chilian,2019,0,0,0,0,1,0
0,William Chilian,2019,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2019,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2018,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2018,0,0,0,0,1,0
0,William Chilian,2018,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2018,0,0,0,0,1,0
0,William Chilian,2018,0,0,0,0,1,0
0,William Chilian,2018,0,0,0,0,1,0
0,William Chilian,2018,0,0,0,0,1,0
0,William Chilian,2018,0,0,0,0,1,0
0,William Chilian,2017,0,0,0,0,1,0
0,William Chilian,2017,0,0,0,0,1,0
0,William Chilian,2017,0,0,0,0,1,0
0,William Chilian,2017,0,0,0,0,1,0
0,William Chilian,2017,0,0,0,0,1,0
0,William Chilian,2017,0,0,0,0,1,0
0,William Chilian,2017,0,0,0,0,1,0
0,William Chilian,2016,0,0,0,0,1,0
0,William Chilian,2016,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2016,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2015,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2015,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2015,0,0,0,0,1,0
0,William Chilian,2015,0,0,0,0,1,0
0,William Chilian,2015,0,0,0,0,1,0
0,William Chilian,2015,0,0,0,0,1,0
0,William Chilian,2015,0,0,0,0,1,0
0,William Chilian,2015,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2014,0,0,0,0,1,0
0,William Chilian,2014,0,0,0,0,1,0
0,William Chilian,2014,0,0,0,0,1,0
0,William Chilian,2014,0,0,0,0,1,0
0,William Chilian,2014,0,0,0,0,1,0
0,William Chilian,2014,0,0,0,0,1,0
0,William Chilian,2014,0,0,0,0,1,0
0,William Chilian,2014,0,0,0,0,1,0
0,William Chilian,2014,0,0,0,0,1,0
0,William Chilian,2014,0,0,0,0,1,0
0,William Chilian,2013,0,0,0,0,1,0
0,William Chilian,2013,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2013,0,0,0,0,1,0
0,William Chilian,2013,0,0,0,0,1,0
0,William Chilian,2013,0,0,0,0,1,0
0,William Chilian,2013,0,0,0,0,1,0
0,William Chilian,2013,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2013,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2013,0,0,0,0,1,0
0,William Chilian,2013,0,0,0,0,1,0
0,William Chilian,2013,0,0,0,0,1,0
0,William Chilian|Asrar Malik,2013,0,0,0,0,1,0
0,William Chilian,2012,0,0,0,0,1,0
0,William Chilian,2012,0,0,0,0,1,0
0,William Chilian,2012,0,0,0,0,1,0
0,William Chilian,2012,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2012,0,0,0,0,1,0
0,William Chilian,2012,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2012,0,0,0,0,1,0
0,William Chilian,2012,0,0,0,0,1,0
0,William Chilian,2012,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2012,0,0,0,0,1,0
0,William Chilian,2012,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2011,0,0,0,0,1,0
0,William Chilian,2011,0,0,0,0,1,0
0,William Chilian,2011,0,0,0,0,1,0
0,William Chilian,2011,0,0,0,0,1,0
0,William Chilian,2011,0,0,0,0,1,0
0,William Chilian,2011,0,0,0,0,1,0
0,William Chilian|Charles Thodeti,2011,0,0,0,0,1,0
0,William Chilian,2011,0,0,0,0,1,0
0,William Chilian,2011,0,0,0,0,1,0
0,William Chilian,2011,0,0,0,0,1,0
0,William Chilian,2011,0,0,0,0,1,0
0,William Chilian,2011,0,0,0,0,1,0
0,William Chilian,2010,0,0,0,0,1,0
0,William Chilian,2010,0,0,0,0,1,0
0,William Chilian,2010,0,0,0,0,1,0
0,William Chilian,2010,0,0,0,0,1,0
0,William Chilian,2010,0,0,0,0,1,0
0,William Chilian,2010,0,0,0,0,1,0
0,William Chilian,2009,0,0,0,0,1,0
0,William Chilian,2009,0,0,0,0,1,0
0,William Chilian,2009,0,0,0,0,1,0
0,William Chilian,2008,0,0,0,0,1,0
0,William Chilian,2008,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2007,0,0,0,0,1,0
0,William Chilian,2006,0,0,0,0,1,0
0,William Chilian,2006,0,0,0,0,1,0
0,William Chilian,2006,0,0,0,0,1,0
0,William Chilian,2006,0,0,0,0,1,0
0,William Chilian,2006,0,0,0,0,1,0
0,William Chilian,2006,0,0,0,0,1,0
0,William Chilian,2006,0,0,0,0,1,0
0,William Chilian,2006,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2005,0,0,0,0,1,0
0,William Chilian,2004,0,0,1,0,1,0
0,William Chilian,2004,0,0,1,0,1,0
0,William Chilian,2004,0,0,1,0,1,0
0,William Chilian,2004,0,0,1,0,1,0
0,William Chilian,2004,0,0,1,0,1,0
0,William Chilian,2004,0,0,1,0,1,0
0,William Chilian,2004,0,0,1,0,1,0
0,William Chilian,2004,0,0,1,0,1,0
0,William Chilian,2003,0,0,1,0,1,0
0,William Chilian,2003,0,0,1,0,1,0
0,William Chilian,2003,0,0,1,0,1,0
0,William Chilian,2003,0,0,1,0,1,0
0,William Chilian,2003,0,0,1,0,1,0
0,William Chilian,2003,0,0,1,0,1,0
0,William Chilian,2003,0,0,1,0,1,0
0,William Chilian,2002,0,0,1,0,1,0
0,William Chilian,2002,0,0,1,0,1,0
0,William Chilian,2002,0,0,1,0,1,0
0,William Chilian,2002,0,0,1,0,1,0
0,William Chilian,2002,0,0,1,0,1,0
0,William Chilian,2002,0,0,1,0,1,0
0,William Chilian,2002,0,0,1,0,1,0
0,William Chilian,2002,0,0,1,0,1,0
0,William Chilian,2002,0,0,1,0,1,0
0,William Chilian,2001,0,0,1,0,1,0
0,William Chilian,2001,0,0,1,0,1,0
0,William Chilian,2001,0,0,1,0,1,0
0,William Chilian,2001,0,0,1,0,1,0
0,William Chilian,2001,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,2000,0,0,1,0,1,0
0,William Chilian,1999,0,0,1,0,1,0
0,William Chilian,1999,0,0,1,0,1,0
0,William Chilian,1999,0,0,1,0,1,0
0,William Chilian,1999,0,0,1,0,1,0
0,William Chilian,1998,0,0,1,0,1,0
0,William Chilian,1998,0,0,1,0,1,0
0,William Chilian,1998,0,0,1,0,1,0
0,William Chilian,1998,0,0,1,0,1,0
0,William Chilian,1998,0,0,1,0,1,0
0,William Chilian,1998,0,0,1,0,1,0
0,William Chilian,1997,0,0,1,0,1,0
0,William Chilian,1997,0,0,1,0,1,0
0,William Chilian,1997,0,0,1,0,1,0
0,William Chilian,1997,0,0,1,0,1,0
0,William Chilian,1997,0,0,1,0,1,0
0,William Chilian,1997,0,0,1,0,1,0
0,William Chilian,1996,0,0,1,0,1,0
0,William Chilian,1996,0,0,1,0,1,0
0,William Chilian,1996,0,0,1,0,1,0
0,William Chilian,1996,0,0,1,0,1,0
0,William Chilian,1996,0,0,1,0,1,0
0,William Chilian,1996,0,0,1,0,1,0
0,William Chilian,1995,0,0,1,0,1,0
0,William Chilian,1995,0,0,1,0,1,0
0,William Chilian,1995,0,0,1,0,1,0
0,William Chilian,1995,0,0,1,0,1,0
0,William Chilian,1994,1,0,1,0,1,0
0,William Chilian,1993,1,0,1,0,1,0
0,William Chilian,1992,1,0,1,0,1,0
0,William Chilian,1992,1,0,1,0,1,0
0,William Chilian,1992,1,0,1,0,1,0
0,William Chilian,1992,1,0,1,0,1,0
0,William Chilian,1992,1,0,1,0,1,0
0,William Chilian,1991,1,0,1,0,1,0
0,William Chilian,1991,1,0,1,0,1,0
0,William Chilian,1991,1,0,1,0,1,0
0,William Chilian,1990,1,0,1,0,1,0
0,William Chilian,1988,0,0,0,0,0,0
0,William Chilian,1988,0,0,0,0,0,0
0,William Chilian,1988,0,0,0,0,0,0
0,William Chilian,1987,0,0,0,0,0,0
0,William Chilian,1987,0,0,0,0,0,0
0,William Chilian,1985,0,0,0,0,0,0
0,William Chilian,1985,0,0,0,0,0,0
0,William Chilian,1984,0,0,0,0,0,0
0,William Chilian,1983,0,0,0,0,0,0
0,William Chilian,1983,0,0,0,0,0,0
0,William Chilian,1982,0,0,0,0,0,0
0,William Chilian,1982,0,0,0,0,0,0
0,William Chilian,1980,0,0,0,0,0,0
0,William Chilian,1978,0,0,0,0,0,0
0,William Chilian,1976,0,0,0,0,0,0
113,Ziqing Liu,2015,0,0,0,0,1,113
89,Ziqing Liu,2016,0,0,0,0,1,89
70,Ziqing Liu,2017,0,0,0,0,1,70
55,Ziqing Liu,2017,0,0,0,0,1,55
52,Ziqing Liu,2010,0,0,0,0,1,52
45,Ziqing Liu,2014,0,0,0,0,1,45
45,Ziqing Liu,2012,0,0,0,0,1,45
34,Ziqing Liu,2016,0,0,0,0,1,34
24,Ziqing Liu,2014,0,0,0,0,1,24
19,Ziqing Liu,2015,0,0,0,0,1,19
19,Ziqing Liu,2013,0,0,0,0,1,19
12,Ziqing Liu,2013,0,0,0,0,1,12
9,Ziqing Liu,2018,0,0,0,0,1,9
9,Ziqing Liu,2017,0,0,0,0,1,9
1,Ziqing Liu,2019,0,0,0,0,1,1
0,Ziqing Liu,2019,0,0,0,0,1,0
0,Ziqing Liu,2014,0,0,0,0,1,0
614,Nigel Mackman,2007,0,0,0,0,1,614
289,Nigel Mackman,2000,0,0,1,289,1,289
290,Nigel Mackman,2008,0,0,0,0,1,290
214,Nigel Mackman,2012,0,0,0,0,1,214
167,Nigel Mackman,1997,0,0,1,167,1,167
314,Nigel Mackman,1998,0,0,1,314,1,314
301,Nigel Mackman,1997,0,0,1,301,1,301
148,Nigel Mackman,1997,0,0,1,148,1,148
110,Nigel Mackman,1999,0,0,1,110,1,110
211,Nigel Mackman,1998,0,0,1,211,1,211
213,Nigel Mackman,1994,1,213,1,213,1,213
188,Nigel Mackman,1995,0,0,1,188,1,188
90,Nigel Mackman,2008,0,0,0,0,1,90
193,Nigel Mackman,2004,0,0,1,193,1,193
151,Nigel Mackman,2010,0,0,0,0,1,151
127,Nigel Mackman,2014,0,0,0,0,1,127
158,Nigel Mackman,1993,1,158,1,158,1,158
43,Nigel Mackman,2004,0,0,1,43,1,43
66,Nigel Mackman,2012,0,0,0,0,1,66
118,Nigel Mackman,2012,0,0,0,0,1,118
72,Nigel Mackman,2000,0,0,1,72,1,72
138,Nigel Mackman,2011,0,0,0,0,1,138
111,Nigel Mackman,1999,0,0,1,111,1,111
267,Nigel Mackman,2007,0,0,0,0,1,267
96,Nigel Mackman,2000,0,0,1,96,1,96
96,Nigel Mackman,2007,0,0,0,0,1,96
86,Nigel Mackman,2009,0,0,0,0,1,86
62,Nigel Mackman,2000,0,0,1,62,1,62
290,Nigel Mackman,1999,0,0,1,290,1,290
133,Nigel Mackman,1994,1,133,1,133,1,133
599,Nigel Mackman,2011,0,0,0,0,1,599
54,Nigel Mackman,2016,0,0,0,0,1,54
49,Nigel Mackman,2011,0,0,0,0,1,49
64,Nigel Mackman,2009,0,0,0,0,1,64
214,Peter Libby|Nigel Mackman,2001,0,0,1,214,1,214
131,Nigel Mackman,1993,1,131,1,131,1,131
56,Nigel Mackman,1994,1,56,1,56,1,56
66,Nigel Mackman,1994,1,66,1,66,1,66
46,Nigel Mackman,2015,0,0,0,0,1,46
43,Nigel Mackman,2013,0,0,0,0,1,43
161,Nigel Mackman|Mark Kahn,2013,0,0,0,0,1,161
105,Nigel Mackman,2008,0,0,0,0,1,105
28,Nigel Mackman,2013,0,0,0,0,1,28
50,Nigel Mackman,2007,0,0,0,0,1,50
38,Nigel Mackman,2000,0,0,1,38,1,38
41,Nigel Mackman,2002,0,0,1,41,1,41
41,Nigel Mackman,2009,0,0,0,0,1,41
45,Nigel Mackman,2015,0,0,0,0,1,45
42,Nigel Mackman,1996,0,0,1,42,1,42
28,Nigel Mackman,2015,0,0,0,0,1,28
151,Nigel Mackman,1999,0,0,1,151,1,151
48,Nigel Mackman,2007,0,0,0,0,1,48
43,Nigel Mackman,2008,0,0,0,0,1,43
155,Nigel Mackman,2012,0,0,0,0,1,155
42,Nigel Mackman,2009,0,0,0,0,1,42
40,Nigel Mackman,2012,0,0,0,0,1,40
177,Nigel Mackman,2008,0,0,0,0,1,177
29,Nigel Mackman,2010,0,0,0,0,1,29
49,Nigel Mackman,2013,0,0,0,0,1,49
196,Nigel Mackman,2010,0,0,0,0,1,196
45,Wang Min|Nigel Mackman,2007,0,0,0,0,1,45
35,Nigel Mackman,2015,0,0,0,0,1,35
32,Nigel Mackman,2010,0,0,0,0,1,32
89,Nigel Mackman,2006,0,0,0,0,1,89
60,Nigel Mackman,2010,0,0,0,0,1,60
279,Nigel Mackman,1996,0,0,1,279,1,279
43,Nigel Mackman,1996,0,0,1,43,1,43
30,Nigel Mackman,2012,0,0,0,0,1,30
41,Nigel Mackman,1992,1,41,1,41,1,41
731,Nigel Mackman,2002,0,0,1,731,1,731
42,Nigel Mackman,2006,0,0,0,0,1,42
499,Nigel Mackman,1997,0,0,1,499,1,499
96,Nigel Mackman,2014,0,0,0,0,1,96
97,Nigel Mackman,2004,0,0,1,97,1,97
17,Nigel Mackman,2016,0,0,0,0,1,17
631,Nigel Mackman,2004,0,0,1,631,1,631
25,Nigel Mackman,2017,0,0,0,0,1,25
19,Nigel Mackman,2011,0,0,0,0,1,19
207,Nigel Mackman,1998,0,0,1,207,1,207
15,Nigel Mackman,2009,0,0,0,0,1,15
22,Nigel Mackman,2010,0,0,0,0,1,22
21,Nigel Mackman,1993,1,21,1,21,1,21
277,Nigel Mackman,2004,0,0,1,277,1,277
20,Nigel Mackman,2010,0,0,0,0,1,20
18,Nigel Mackman,2016,0,0,0,0,1,18
19,Nigel Mackman,2014,0,0,0,0,1,19
155,Nigel Mackman,1994,1,155,1,155,1,155
12,Nigel Mackman,2016,0,0,0,0,1,12
118,Nigel Mackman,1999,0,0,1,118,1,118
12,Nigel Mackman,2016,0,0,0,0,1,12
57,Nigel Mackman,2013,0,0,0,0,1,57
24,Nigel Mackman,1996,0,0,1,24,1,24
350,Nigel Mackman,1996,0,0,1,350,1,350
13,Nigel Mackman,2013,0,0,0,0,1,13
46,Nigel Mackman,2007,0,0,0,0,1,46
152,Nigel Mackman,1997,0,0,1,152,1,152
9,Nigel Mackman,2016,0,0,0,0,1,9
289,Nigel Mackman,1997,0,0,1,289,1,289
43,Nigel Mackman,2000,0,0,1,43,1,43
20,Nigel Mackman,2016,0,0,0,0,1,20
10,Nigel Mackman,2011,0,0,0,0,1,10
19,Nigel Mackman,2003,0,0,1,19,1,19
10,Nigel Mackman,2012,0,0,0,0,1,10
243,Nigel Mackman,1989,0,0,0,0,0,0
234,Nigel Mackman,1995,0,0,1,234,1,234
399,Nigel Mackman,1991,1,399,1,399,1,399
763,Nigel Mackman,2008,0,0,0,0,1,763
81,Nigel Mackman,2013,0,0,0,0,1,81
128,Nigel Mackman,2012,0,0,0,0,1,128
7,Nigel Mackman,2017,0,0,0,0,1,7
52,Nigel Mackman,2010,0,0,0,0,1,52
15,Nigel Mackman,2006,0,0,0,0,1,15
8,Nigel Mackman,2014,0,0,0,0,1,8
11,Nigel Mackman,2014,0,0,0,0,1,11
188,Nigel Mackman,1997,0,0,1,188,1,188
176,Nigel Mackman,2002,0,0,1,176,1,176
10,Nigel Mackman,2008,0,0,0,0,1,10
187,Nigel Mackman,1996,0,0,1,187,1,187
110,Nigel Mackman,2005,0,0,0,0,1,110
130,Nigel Mackman,2005,0,0,0,0,1,130
156,Nigel Mackman,2000,0,0,1,156,1,156
146,Nigel Mackman,1995,0,0,1,146,1,146
12,Nigel Mackman,2006,0,0,0,0,1,12
8,Nigel Mackman,2014,0,0,0,0,1,8
6,Nigel Mackman,2011,0,0,0,0,1,6
9,Nigel Mackman,2014,0,0,0,0,1,9
122,Nigel Mackman,1996,0,0,1,122,1,122
118,Nigel Mackman,2004,0,0,1,118,1,118
114,Nigel Mackman,2000,0,0,1,114,1,114
32,Nigel Mackman,2014,0,0,0,0,1,32
30,Nigel Mackman,1998,0,0,1,30,1,30
21,Nigel Mackman,2006,0,0,0,0,1,21
96,Nigel Mackman,1990,1,96,1,96,1,96
8,Nigel Mackman,2009,0,0,0,0,1,8
58,Nigel Mackman,2012,0,0,0,0,1,58
7,Nigel Mackman,2012,0,0,0,0,1,7
33,Nigel Mackman,2010,0,0,0,0,1,33
222,Nigel Mackman,2009,0,0,0,0,1,222
6,Nigel Mackman,2011,0,0,0,0,1,6
78,Nigel Mackman,2000,0,0,1,78,1,78
7,Nigel Mackman,2015,0,0,0,0,1,7
62,Nigel Mackman,2014,0,0,0,0,1,62
17,Nigel Mackman,2004,0,0,1,17,1,17
73,Nigel Mackman,2008,0,0,0,0,1,73
42,Nigel Mackman,2017,0,0,0,0,1,42
8,Nigel Mackman,2008,0,0,0,0,1,8
8,Nigel Mackman,2018,0,0,0,0,1,8
12,Nigel Mackman,2016,0,0,0,0,1,12
63,Nigel Mackman,1995,0,0,1,63,1,63
58,Nigel Mackman,2001,0,0,1,58,1,58
58,Nigel Mackman,2000,0,0,1,58,1,58
56,Nigel Mackman,2004,0,0,1,56,1,56
53,Nigel Mackman,1994,1,53,1,53,1,53
85,Nigel Mackman,2003,0,0,1,85,1,85
63,Nigel Mackman,2012,0,0,0,0,1,63
51,Nigel Mackman,1996,0,0,1,51,1,51
92,Nigel Mackman,1993,1,92,1,92,1,92
28,Nigel Mackman,2003,0,0,1,28,1,28
4,Nigel Mackman,2017,0,0,0,0,1,4
40,Nigel Mackman,2018,0,0,0,0,1,40
47,Nigel Mackman,2010,0,0,0,0,1,47
34,Nigel Mackman,1996,0,0,1,34,1,34
7,Nigel Mackman,2018,0,0,0,0,1,7
32,Nigel Mackman,1998,0,0,1,32,1,32
4,Nigel Mackman,2010,0,0,0,0,1,4
3,Nigel Mackman,2017,0,0,0,0,1,3
28,Nigel Mackman,1996,0,0,1,28,1,28
3,Nigel Mackman,2013,0,0,0,0,1,3
23,Nigel Mackman,2001,0,0,1,23,1,23
5,Nigel Mackman,2016,0,0,0,0,1,5
66,Nigel Mackman,2011,0,0,0,0,1,66
12,Nigel Mackman,2010,0,0,0,0,1,12
4,Nigel Mackman,2017,0,0,0,0,1,4
19,Nigel Mackman,2005,0,0,0,0,1,19
10,Nigel Mackman,2017,0,0,0,0,1,10
3,Nigel Mackman,2008,0,0,0,0,1,3
41,Nigel Mackman,2013,0,0,0,0,1,41
2310,Nigel Mackman,2001,0,0,1,2310,1,2310
198,Nigel Mackman,2013,0,0,0,0,1,198
2,Nigel Mackman,2011,0,0,0,0,1,2
12,Nigel Mackman,2003,0,0,1,12,1,12
8,Nigel Mackman,2016,0,0,0,0,1,8
2,Nigel Mackman,2008,0,0,0,0,1,2
2,Nigel Mackman,2019,0,0,0,0,1,2
2,Nigel Mackman,2016,0,0,0,0,1,2
89,Nigel Mackman,2000,0,0,1,89,1,89
12,Nigel Mackman,2015,0,0,0,0,1,12
2,Nigel Mackman,2009,0,0,0,0,1,2
8,Nigel Mackman,1995,0,0,1,8,1,8
3,Nigel Mackman,2018,0,0,0,0,1,3
5,Nigel Mackman,2017,0,0,0,0,1,5
14,Nigel Mackman,2012,0,0,0,0,1,14
2,Nigel Mackman,2018,0,0,0,0,1,2
9,Nigel Mackman,2015,0,0,0,0,1,9
90,Nigel Mackman,2010,0,0,0,0,1,90
1,Nigel Mackman,2014,0,0,0,0,1,1
7,Nigel Mackman,2016,0,0,0,0,1,7
1,Nigel Mackman,2010,0,0,0,0,1,1
1,Nigel Mackman,2009,0,0,0,0,1,1
1,Nigel Mackman,2016,0,0,0,0,1,1
1,Nigel Mackman,2010,0,0,0,0,1,1
720,Nigel Mackman,2000,0,0,1,720,1,720
4,Nigel Mackman,2003,0,0,1,4,1,4
4,Nigel Mackman,2007,0,0,0,0,1,4
1,Nigel Mackman,2018,0,0,0,0,1,1
1,Nigel Mackman,2015,0,0,0,0,1,1
40,Nigel Mackman,2012,0,0,0,0,1,40
399,Nigel Mackman,2001,0,0,1,399,1,399
1,Nigel Mackman,2009,0,0,0,0,1,1
47,Nigel Mackman,2015,0,0,0,0,1,47
480,Nigel Mackman,2000,0,0,1,480,1,480
2,Nigel Mackman,2019,0,0,0,0,1,2
313,Nigel Mackman,1997,0,0,1,313,1,313
210,Nigel Mackman,2000,0,0,1,210,1,210
3,Nigel Mackman,2009,0,0,0,0,1,3
314,Nigel Mackman,2007,0,0,0,0,1,314
2,Nigel Mackman,2016,0,0,0,0,1,2
278,Nigel Mackman,2003,0,0,1,278,1,278
1,Nigel Mackman,2000,0,0,1,1,1,1
1,Nigel Mackman,2019,0,0,0,0,1,1
2,Nigel Mackman,2017,0,0,0,0,1,2
6,Nigel Mackman,2018,0,0,0,0,1,6
63,Nigel Mackman,2009,0,0,0,0,1,63
0,Nigel Mackman,2019,0,0,0,0,1,0
0,Nigel Mackman,2018,0,0,0,0,1,0
0,Nigel Mackman,2018,0,0,0,0,1,0
0,Nigel Mackman,2012,0,0,0,0,1,0
0,Nigel Mackman,2012,0,0,0,0,1,0
0,Nigel Mackman,2013,0,0,0,0,1,0
0,Nigel Mackman,2019,0,0,0,0,1,0
0,Nigel Mackman,2016,0,0,0,0,1,0
0,Nigel Mackman,2015,0,0,0,0,1,0
0,Nigel Mackman|Mark Kahn,2012,0,0,0,0,1,0
0,Nigel Mackman,2016,0,0,0,0,1,0
0,Nigel Mackman,2010,0,0,0,0,1,0
0,Nigel Mackman,2013,0,0,0,0,1,0
0,Nigel Mackman,2012,0,0,0,0,1,0
0,Nigel Mackman,2007,0,0,0,0,1,0
0,Nigel Mackman,2013,0,0,0,0,1,0
0,Nigel Mackman,2006,0,0,0,0,1,0
0,Nigel Mackman,2017,0,0,0,0,1,0
0,Nigel Mackman,2019,0,0,0,0,1,0
0,Nigel Mackman,2017,0,0,0,0,1,0
0,Nigel Mackman,2006,0,0,0,0,1,0
0,Wang Min|Nigel Mackman,2006,0,0,0,0,1,0
0,Nigel Mackman,2014,0,0,0,0,1,0
0,Nigel Mackman,2017,0,0,0,0,1,0
0,Nigel Mackman,2010,0,0,0,0,1,0
0,Nigel Mackman,2011,0,0,0,0,1,0
0,Nigel Mackman,2011,0,0,0,0,1,0
0,Nigel Mackman,2018,0,0,0,0,1,0
0,Nigel Mackman,2014,0,0,0,0,1,0
0,Nigel Mackman,2013,0,0,0,0,1,0
0,Nigel Mackman,2018,0,0,0,0,1,0
0,Nigel Mackman,2013,0,0,0,0,1,0
0,Nigel Mackman,2017,0,0,0,0,1,0
0,Nigel Mackman,2008,0,0,0,0,1,0
0,Nigel Mackman,2015,0,0,0,0,1,0
0,Nigel Mackman,2014,0,0,0,0,1,0
0,Nigel Mackman,2016,0,0,0,0,1,0
0,Nigel Mackman,2018,0,0,0,0,1,0
0,Nigel Mackman,2018,0,0,0,0,1,0
0,Nigel Mackman,2010,0,0,0,0,1,0
0,Nigel Mackman,2019,0,0,0,0,1,0
0,Nigel Mackman,2019,0,0,0,0,1,0
0,Nigel Mackman,2014,0,0,0,0,1,0
0,Nigel Mackman,2019,0,0,0,0,1,0
0,Nigel Mackman,2010,0,0,0,0,1,0
0,Nigel Mackman,2014,0,0,0,0,1,0
0,Nigel Mackman,2012,0,0,0,0,1,0
0,Nigel Mackman,2010,0,0,0,0,1,0
0,Nigel Mackman,2017,0,0,0,0,1,0
1,Nigel Mackman,2019,0,0,0,0,1,1
0,Nigel Mackman,2009,0,0,0,0,1,0
0,Nigel Mackman,2018,0,0,0,0,1,0
0,Nigel Mackman,2012,0,0,0,0,1,0
0,Nigel Mackman,2017,0,0,0,0,1,0
0,Nigel Mackman,2013,0,0,0,0,1,0
0,Nigel Mackman,2012,0,0,0,0,1,0
57,Nigel Mackman,2014,0,0,0,0,1,57
0,Nigel Mackman,2013,0,0,0,0,1,0
0,Nigel Mackman,2019,0,0,0,0,1,0
0,Nigel Mackman,2011,0,0,0,0,1,0
